recept,kategorija,mesto 
570271155669119,45,6
570271155669119,50,7
570271155669119,71,8
570531155714563,13,0
570531155714563,14,1
570531155714563,18,2
570531155714563,21,3
570531155714563,32,4
570531155714563,37,5
570531155714563,57,6
570531155714563,144,7
570531155714563,1609,8
570641155721439,15,0
570641155721439,18,1
570641155721439,32,2
570641155721439,36,3
570641155721439,50,4
570641155721439,68,5
570641155721439,124,6
570951155737979,13,0
570951155737979,14,1
570951155737979,21,2
570951155737979,58,3
570951155737979,81,4
570951155737979,144,5
571091155741034,13,0
571091155741034,14,1
571091155741034,21,2
571091155741034,66,3
571091155741034,75,4
571821155822552,16,0
571821155822552,21,1
571821155822552,22,2
571821155822552,69,3
571821155822552,9947,4
571821155822552,9948,5
572181155885491,18,0
572181155885491,21,1
572181155885491,24,2
572181155885491,28,3
572181155885491,29,4
572181155885491,31,5
572181155885491,34,6
572181155885491,48,7
572181155885491,59,8
572181155885491,144,9
572241155889404,16,0
572241155889404,18,1
572241155889404,21,2
572241155889404,30,3
572241155889404,45,4
572241155889404,59,5
572241155889404,140,6
572241155889404,9948,7
573651156079800,11,0
573651156079800,13,1
573651156079800,14,2
573651156079800,45,3
573651156079800,50,4
573651156079800,113,5
573651156079800,126,6
574271156149530,13,0
574271156149530,14,1
574271156149530,34,2
574271156149530,144,3
574501156157961,13,0
574501156157961,13,0
574501156157961,14,1
574501156157961,14,1
574501156157961,18,2
574501156157961,18,2
574501156157961,32,3
574501156157961,32,3
574501156157961,39,4
574501156157961,39,4
574501156157961,40,5
574501156157961,40,5
574501156157961,47,6
574501156157961,47,6
574501156157961,49,7
574501156157961,49,7
574501156157961,50,8
574501156157961,50,8
574501156157961,55,9
574501156157961,55,9
574501156157961,56,10
574501156157961,56,10
574501156157961,64,11
574501156157961,64,11
574501156157961,99,12
574501156157961,99,12
574501156157961,144,13
574501156157961,144,13
574501156157961,7710,14
574501156157961,7710,14
574861156227319,15,0
574861156227319,32,1
574861156227319,38,2
574861156227319,42,3
574861156227319,45,4
574861156227319,48,5
574861156227319,49,6
574861156227319,50,7
574861156227319,57,8
574861156227319,68,9
574861156227319,69,10
575191156237649,18,0
575191156237649,19,1
575191156237649,20,2
575191156237649,36,3
575191156237649,42,4
575191156237649,52,5
575191156237649,103,6
575191156237649,107,7
575191156237649,3818,8
575471156312948,11,0
575471156312948,32,1
575471156312948,50,2
575471156312948,53,3
575471156312948,113,4
575591156320458,18,0
575591156320458,19,1
575591156320458,20,2
575591156320458,27,3
575591156320458,32,4
575591156320458,48,5
575591156320458,50,6
575591156320458,57,7
575591156320458,136,8
575591156320458,7710,9
576101156339439,16,0
576101156339439,21,1
576101156339439,22,2
576101156339439,28,3
576101156339439,29,4
576101156339439,66,5
576101156339439,9947,6
576101156339439,9948,7
576321156345037,15,0
576321156345037,18,1
576321156345037,19,2
576321156345037,20,3
576321156345037,32,4
576321156345037,36,5
576321156345037,45,6
576321156345037,49,7
576321156345037,50,8
576321156345037,57,9
576321156345037,152,10
576611156405421,11,0
576611156405421,32,1
576611156405421,50,2
576611156405421,57,3
576611156405421,102,4
576611156405421,142,5
576611156405421,7710,6
577251156489737,13,0
577251156489737,14,1
577251156489737,21,2
577251156489737,26,3
577251156489737,34,4
577251156489737,56,5
577251156489737,66,6
577251156489737,80,7
577251156489737,146,8
577901156582869,11,0
577901156582869,32,1
577901156582869,50,2
577901156582869,142,3
578141156665347,11,0
578141156665347,50,1
578141156665347,64,2
578141156665347,102,3
578141156665347,121,4
57841021279065,18,0
57841021279065,21,1
57841021279065,45,2
57841021279065,49,3
57841021279065,50,4
57841021279065,59,5
57841021279065,66,6
578901156751265,18,0
578901156751265,32,1
578901156751265,36,2
578901156751265,64,3
578901156751265,99,4
578901156751265,109,5
578901156751265,144,6
57911021281491,11,0
57911021281491,50,1
57911021281491,121,2
57941021292545,14,0
57941021292545,18,1
57941021292545,21,2
57941021292545,22,3
57941021292545,37,4
57941021292545,50,5
57941021292545,55,6
57941021292545,69,7
57941021292545,76,8
57941021292545,1609,9
579791156843436,15,0
579791156843436,18,1
579791156843436,32,2
579791156843436,36,3
579791156843436,45,4
579791156843436,49,5
579791156843436,50,6
579981156855773,16,0
579981156855773,18,1
579981156855773,21,2
579981156855773,29,3
579981156855773,43,4
579981156855773,58,5
579981156855773,66,6
579981156855773,138,7
580191156914131,13,0
580191156914131,14,1
580191156914131,21,2
580191156914131,61,3
580191156914131,107,4
580251156919295,11,0
580251156919295,45,1
580251156919295,50,2
580251156919295,121,3
58061021302515,13,0
58061021302515,14,1
58061021302515,18,2
58061021302515,21,3
58061021302515,49,4
58061021302515,50,5
58061021302515,58,6
58061021302515,144,7
581091157088435,16,0
581091157088435,21,1
581091157088435,45,2
581091157088435,59,3
581091157088435,69,4
581091157088435,7710,5
581091157088435,9947,6
581091157088435,9948,7
581251157116517,11,0
581251157116517,12,1
581251157116517,50,2
582251157288197,11,0
582251157288197,50,1
582251157288197,151,2
583151157447595,13,0
583151157447595,13,0
583151157447595,14,1
583151157447595,14,1
583151157447595,21,2
583151157447595,21,2
583151157447595,58,3
583151157447595,58,3
583151157447595,144,4
583151157447595,144,4
583151157447595,165,5
583151157447595,165,5
58321021384196,16,0
58321021384196,21,1
58321021384196,23,2
58321021384196,50,3
58321021384196,59,4
58321021384196,9947,5
58321021384196,9948,6
584251157554103,11,0
584251157554103,39,1
584251157554103,50,2
584251157554103,64,3
584251157554103,87,4
584251157554103,91,5
584251157554103,102,6
584251157554103,142,7
584681157629316,13,0
584681157629316,14,1
584681157629316,32,2
584681157629316,34,3
584681157629316,35,4
584681157629316,79,5
584681157629316,109,6
584681157629316,144,7
584681157629316,150,8
584721157629783,16,0
584721157629783,16,0
584721157629783,18,1
584721157629783,18,1
584721157629783,21,2
584721157629783,21,2
584721157629783,45,3
584721157629783,45,3
584721157629783,48,4
584721157629783,48,4
584721157629783,59,5
584721157629783,59,5
584721157629783,69,6
584721157629783,69,6
584721157629783,71,7
584721157629783,71,7
584721157629783,78,8
584721157629783,78,8
584721157629783,83,9
584721157629783,83,9
58511021457518,19,0
58511021457518,27,1
58511021457518,32,2
58511021457518,40,3
58511021457518,42,4
58511021457518,47,5
58511021457518,49,6
58511021457518,50,7
58511021457518,55,8
58511021457518,110,9
58511021457518,144,10
585491157715513,10,0
585491157715513,11,1
585491157715513,45,2
585491157715513,50,3
585531157720540,11,0
585531157720540,27,1
585531157720540,32,2
585531157720540,50,3
585531157720540,78,4
585531157720540,113,5
585741157724044,16,0
585741157724044,21,1
585741157724044,49,2
585741157724044,50,3
585741157724044,59,4
585741157724044,66,5
585741157724044,9947,6
585741157724044,9948,7
586131157810012,14,0
586131157810012,21,1
586131157810012,22,2
586131157810012,116,3
586131157810012,123,4
586131157810012,140,5
586581157877944,11,0
586581157877944,121,1
586581157877944,126,2
586671157881180,11,0
586671157881180,27,1
586671157881180,32,2
586671157881180,48,3
586671157881180,49,4
586671157881180,50,5
586671157881180,51,6
586671157881180,150,7
586671157881180,252,8
586671157881180,275,9
586671157881180,1701,10
587671157988569,10,0
587671157988569,11,1
587671157988569,45,2
587671157988569,49,3
587671157988569,50,4
588191158155604,16,0
588191158155604,21,1
588191158155604,24,2
588191158155604,28,3
588191158155604,29,4
588191158155604,31,5
588191158155604,49,6
588191158155604,50,7
588191158155604,83,8
588191158155604,144,9
588721158238715,11,0
588721158238715,12,1
588721158238715,29,2
588721158238715,43,3
588721158238715,50,4
589301158326423,15,0
589301158326423,15,0
589301158326423,18,1
589301158326423,18,1
589301158326423,19,2
589301158326423,19,2
589301158326423,20,3
589301158326423,20,3
589301158326423,25,4
589301158326423,25,4
589301158326423,26,5
589301158326423,26,5
589301158326423,32,6
589301158326423,32,6
589301158326423,45,7
589301158326423,45,7
589301158326423,50,8
589301158326423,50,8
589301158326423,7710,9
589301158326423,7710,9
589301158326423,9947,10
589301158326423,9947,10
589301158326423,9948,11
589301158326423,9948,11
590581158590180,10,0
590581158590180,11,1
590581158590180,50,2
590581158590180,126,3
591291158667546,11,0
591291158667546,12,1
591291158667546,50,2
591291158667546,113,3
591961158751125,19,0
591961158751125,20,1
591961158751125,61,2
591961158751125,106,3
591961158751125,9947,4
591961158751125,9948,5
592141158762388,11,0
592141158762388,45,1
592141158762388,49,2
592141158762388,50,3
592141158762388,109,4
592141158762388,121,5
592161158763218,18,0
592161158763218,21,1
592161158763218,26,2
592161158763218,29,3
592161158763218,40,4
592161158763218,54,5
592161158763218,61,6
592161158763218,81,7
592161158763218,84,8
592161158763218,144,9
592921158926491,14,0
592921158926491,21,1
592921158926491,22,2
592921158926491,81,3
592921158926491,123,4
592921158926491,144,5
593071158930336,11,0
593071158930336,50,1
593071158930336,151,2
59381021800560,10,0
59381021800560,11,1
59381021800560,28,2
59381021800560,29,3
59381021800560,32,4
59381021800560,50,5
59381021800560,57,6
594361159102418,11,0
594361159102418,19,1
594361159102418,29,2
594361159102418,32,3
594361159102418,42,4
594361159102418,45,5
594361159102418,48,6
594361159102418,49,7
594361159102418,50,8
594361159102418,65,9
594361159102418,91,10
594361159102418,252,11
594361159102418,275,12
594361159102418,1701,13
594601159107993,10,0
594601159107993,11,1
594601159107993,50,2
59471021809980,15,0
59471021809980,18,1
59471021809980,19,2
59471021809980,20,3
59471021809980,36,4
59471021809980,50,5
59471021809980,56,6
59471021809980,78,7
59471021809980,106,8
59471021809980,124,9
595141159177551,11,0
595141159177551,12,1
595141159177551,45,2
595141159177551,49,3
595141159177551,50,4
595441159189225,18,0
595441159189225,21,1
595441159189225,32,2
595441159189225,45,3
595441159189225,56,4
595441159189225,64,5
595441159189225,81,6
595441159189225,99,7
595441159189225,138,8
595441159189225,144,9
595441159189225,165,10
595501159190034,13,0
595501159190034,14,1
595501159190034,18,2
595501159190034,21,3
595501159190034,32,4
595501159190034,36,5
595501159190034,69,6
595501159190034,110,7
595501159190034,144,8
595651159195906,15,0
595651159195906,15,0
595651159195906,18,1
595651159195906,18,1
595651159195906,21,2
595651159195906,21,2
595651159195906,22,3
595651159195906,22,3
595651159195906,27,4
595651159195906,27,4
595651159195906,28,5
595651159195906,28,5
595651159195906,29,6
595651159195906,29,6
595651159195906,50,7
595651159195906,50,7
595651159195906,69,8
595651159195906,69,8
595651159195906,94,9
595651159195906,94,9
595811159253021,13,0
595811159253021,13,0
595811159253021,14,1
595811159253021,14,1
595811159253021,32,2
595811159253021,32,2
595811159253021,34,3
595811159253021,34,3
595811159253021,35,4
595811159253021,35,4
595811159253021,109,5
595811159253021,109,5
595811159253021,144,6
595811159253021,144,6
595811159253021,150,7
595811159253021,150,7
596101159262249,15,0
596101159262249,15,0
596101159262249,19,1
596101159262249,19,1
596101159262249,20,2
596101159262249,20,2
596101159262249,25,3
596101159262249,25,3
596101159262249,26,4
596101159262249,26,4
596101159262249,28,5
596101159262249,28,5
596101159262249,29,6
596101159262249,29,6
596101159262249,49,7
596101159262249,49,7
596101159262249,50,8
596101159262249,50,8
596101159262249,144,9
596101159262249,144,9
596101159262249,9947,10
596101159262249,9947,10
596101159262249,9948,11
596101159262249,9948,11
59731021882324,10,0
59731021882324,10,0
59731021882324,10,0
59731021882324,11,1
59731021882324,11,1
59731021882324,11,1
59731021882324,12,2
59731021882324,12,2
59731021882324,12,2
59731021882324,45,3
59731021882324,45,3
59731021882324,45,3
59731021882324,50,4
59731021882324,50,4
59731021882324,50,4
59731021882324,5999,5
59731021882324,5999,5
59731021882324,5999,5
59751021882739,10,0
59751021882739,10,0
59751021882739,11,1
59751021882739,11,1
59751021882739,12,2
59751021882739,12,2
59751021882739,32,3
59751021882739,32,3
59751021882739,45,4
59751021882739,45,4
59751021882739,50,5
59751021882739,50,5
59751021882739,57,6
59751021882739,57,6
59751021882739,115,7
59751021882739,115,7
59751021882739,5999,8
59751021882739,5999,8
59751021882739,9947,9
59751021882739,9947,9
59751021882739,9948,10
59751021882739,9948,10
59761021884268,16,0
59761021884268,18,1
59761021884268,21,2
59761021884268,30,3
59761021884268,59,4
59761021884268,64,5
59761021884268,83,6
59761021884268,99,7
59761021884268,138,8
598061159451315,14,0
598061159451315,21,1
598061159451315,48,2
598061159451315,49,3
598061159451315,50,4
598061159451315,58,5
598061159451315,66,6
598141159452924,16,0
598141159452924,21,1
598141159452924,49,2
598141159452924,50,3
598141159452924,58,4
598141159452924,101,5
598141159452924,107,6
598141159452924,131,7
599341159630295,19,0
599341159630295,21,1
599341159630295,22,2
599341159630295,28,3
599341159630295,29,4
599341159630295,42,5
599341159630295,45,6
599341159630295,52,7
599341159630295,69,8
599651159698445,16,0
599651159698445,16,0
599651159698445,16,0
599651159698445,18,1
599651159698445,18,1
599651159698445,18,1
599651159698445,19,2
599651159698445,19,2
599651159698445,19,2
599651159698445,21,3
599651159698445,21,3
599651159698445,21,3
599651159698445,23,4
599651159698445,23,4
599651159698445,23,4
599651159698445,42,5
599651159698445,42,5
599651159698445,42,5
599651159698445,45,6
599651159698445,45,6
599651159698445,45,6
599651159698445,50,7
599651159698445,50,7
599651159698445,50,7
599651159698445,59,8
599651159698445,59,8
599651159698445,59,8
599651159698445,71,9
599651159698445,71,9
599651159698445,71,9
599651159698445,122,10
599651159698445,122,10
599651159698445,122,10
599651159698445,155,11
599651159698445,155,11
599651159698445,155,11
599651159698445,9948,12
599651159698445,9948,12
599651159698445,9948,12
60131021906007,11,0
60131021906007,32,1
60131021906007,50,2
60131021906007,113,3
601861159947648,15,0
601861159947648,15,0
601861159947648,15,0
601861159947648,16,1
601861159947648,16,1
601861159947648,16,1
601861159947648,18,2
601861159947648,18,2
601861159947648,18,2
601861159947648,27,3
601861159947648,27,3
601861159947648,27,3
601861159947648,28,4
601861159947648,28,4
601861159947648,28,4
601861159947648,29,5
601861159947648,29,5
601861159947648,29,5
601861159947648,45,6
601861159947648,45,6
601861159947648,45,6
601861159947648,46,7
601861159947648,46,7
601861159947648,46,7
601861159947648,49,8
601861159947648,49,8
601861159947648,49,8
601861159947648,50,9
601861159947648,50,9
601861159947648,50,9
601861159947648,69,10
601861159947648,69,10
601861159947648,69,10
601861159947648,71,11
601861159947648,71,11
601861159947648,71,11
601861159947648,110,12
601861159947648,110,12
601861159947648,110,12
601861159947648,124,13
601861159947648,124,13
601861159947648,124,13
601901159948593,11,0
601901159948593,32,1
601901159948593,50,2
601901159948593,57,3
601901159948593,151,4
60191021968875,16,0
60191021968875,21,1
60191021968875,64,2
60191021968875,67,3
60191021968875,69,4
60191021968875,73,5
60191021968875,99,6
60191021968875,9948,7
602021159954437,10,0
602021159954437,11,1
602021159954437,45,2
602021159954437,49,3
602021159954437,50,4
602261159964235,11,0
602261159964235,27,1
602261159964235,29,2
602261159964235,32,3
602261159964235,57,4
602261159964235,84,5
602261159964235,121,6
602361159970240,15,0
602361159970240,18,1
602361159970240,27,2
602361159970240,32,3
602361159970240,45,4
602361159970240,49,5
602361159970240,50,6
602361159970240,124,7
602391159970840,15,0
602391159970840,18,1
602391159970840,25,2
602391159970840,27,3
602391159970840,45,4
602391159970840,49,5
602391159970840,50,6
602391159970840,61,7
602391159970840,71,8
602391159970840,74,9
602391159970840,9948,10
602471160029502,11,0
602471160029502,13,1
602471160029502,14,2
602471160029502,50,3
602471160029502,113,4
60261021971432,18,0
60261021971432,19,1
60261021971432,20,2
60261021971432,28,3
60261021971432,29,4
60261021971432,32,5
60261021971432,36,6
60261021971432,49,7
60261021971432,50,8
60261021971432,52,9
60261021971432,57,10
60261021971432,136,11
603041160049646,16,0
603041160049646,18,1
603041160049646,21,2
603041160049646,36,3
603041160049646,59,4
603041160049646,69,5
603041160049646,78,6
603041160049646,9947,7
603041160049646,9948,8
603181160052646,11,0
603181160052646,29,1
603181160052646,65,2
603181160052646,78,3
603181160052646,151,4
604321160206879,14,0
604321160206879,21,1
604321160206879,22,2
604321160206879,69,3
604321160206879,136,4
604321160206879,148,5
604651160215770,15,0
604651160215770,15,0
604651160215770,18,1
604651160215770,18,1
604651160215770,19,2
604651160215770,19,2
604651160215770,20,3
604651160215770,20,3
604651160215770,32,4
604651160215770,32,4
604651160215770,64,5
604651160215770,64,5
604651160215770,77,6
604651160215770,77,6
604651160215770,99,7
604651160215770,99,7
604731160222018,15,0
604731160222018,15,0
604731160222018,18,1
604731160222018,18,1
604731160222018,19,2
604731160222018,19,2
604731160222018,20,3
604731160222018,20,3
604731160222018,32,4
604731160222018,32,4
604731160222018,49,5
604731160222018,49,5
604731160222018,50,6
604731160222018,50,6
604731160222018,78,7
604731160222018,78,7
604731160222018,124,8
604731160222018,124,8
604731160222018,9947,9
604731160222018,9947,9
604731160222018,9948,10
604731160222018,9948,10
604751160222220,11,0
604751160222220,32,1
604751160222220,57,2
604751160222220,150,3
604751160222220,151,4
605171160293201,16,0
605171160293201,16,0
605171160293201,18,1
605171160293201,18,1
605171160293201,21,2
605171160293201,21,2
605171160293201,22,3
605171160293201,22,3
605171160293201,29,4
605171160293201,29,4
605171160293201,45,5
605171160293201,45,5
605171160293201,59,6
605171160293201,59,6
605171160293201,64,7
605171160293201,64,7
605171160293201,65,8
605171160293201,65,8
605171160293201,66,9
605171160293201,66,9
605171160293201,81,10
605171160293201,81,10
605171160293201,99,11
605171160293201,99,11
605171160293201,9947,12
605171160293201,9947,12
605171160293201,9948,13
605171160293201,9948,13
605861160392718,19,0
605861160392718,21,1
605861160392718,26,2
605861160392718,42,3
605861160392718,49,4
605861160392718,50,5
605861160392718,52,6
605861160392718,63,7
605861160392718,71,8
605861160392718,80,9
606111160401873,15,0
606111160401873,15,0
606111160401873,15,0
606111160401873,18,1
606111160401873,18,1
606111160401873,18,1
606111160401873,19,2
606111160401873,19,2
606111160401873,19,2
606111160401873,20,3
606111160401873,20,3
606111160401873,20,3
606111160401873,32,4
606111160401873,32,4
606111160401873,32,4
606111160401873,36,5
606111160401873,36,5
606111160401873,36,5
606111160401873,49,6
606111160401873,49,6
606111160401873,49,6
606111160401873,50,7
606111160401873,50,7
606111160401873,50,7
606111160401873,56,8
606111160401873,56,8
606111160401873,56,8
606111160401873,57,9
606111160401873,57,9
606111160401873,57,9
606111160401873,71,10
606111160401873,71,10
606111160401873,71,10
606111160401873,103,11
606111160401873,103,11
606111160401873,103,11
606111160401873,7710,12
606111160401873,7710,12
606111160401873,7710,12
606311160410120,14,0
606311160410120,15,1
606311160410120,16,2
606311160410120,18,3
606311160410120,24,4
606311160410120,31,5
606311160410120,45,6
606311160410120,49,7
606311160410120,50,8
606311160410120,76,9
606311160410120,94,10
606311160410120,144,11
607361160542091,16,0
607361160542091,18,1
607361160542091,21,2
607361160542091,40,3
607361160542091,45,4
607361160542091,47,5
607361160542091,59,6
607361160542091,81,7
607361160542091,83,8
607361160542091,144,9
607361160542091,9947,10
607361160542091,9948,11
607461160547070,11,0
607461160547070,12,1
607461160547070,50,2
608001160575303,15,0
608001160575303,18,1
608001160575303,32,2
608001160575303,45,3
608001160575303,49,4
608001160575303,50,5
608001160575303,57,6
608001160575303,63,7
608861160727758,13,0
608861160727758,13,0
608861160727758,14,1
608861160727758,14,1
608861160727758,90,2
608861160727758,90,2
608861160727758,104,3
608861160727758,104,3
608861160727758,109,4
608861160727758,109,4
609011160744468,10,0
609011160744468,11,1
609011160744468,50,2
609031160745402,14,0
609031160745402,14,0
609031160745402,16,1
609031160745402,16,1
609031160745402,18,2
609031160745402,18,2
609031160745402,21,3
609031160745402,21,3
609031160745402,58,4
609031160745402,58,4
609031160745402,109,5
609031160745402,109,5
609031160745402,116,6
609031160745402,116,6
609291160818862,13,0
609291160818862,14,1
609291160818862,18,2
609291160818862,21,3
609291160818862,37,4
609291160818862,116,5
609291160818862,1609,6
609641160898842,13,0
609641160898842,14,1
609641160898842,34,2
609641160898842,35,3
609641160898842,50,4
610031160921903,19,0
610031160921903,20,1
610031160921903,29,2
610031160921903,42,3
610031160921903,43,4
610031160921903,45,5
610031160921903,50,6
610031160921903,52,7
610031160921903,69,8
610031160921903,71,9
610171160977432,16,0
610171160977432,21,1
610171160977432,29,2
610171160977432,45,3
610171160977432,48,4
610171160977432,59,5
610171160977432,65,6
610171160977432,69,7
610171160977432,9947,8
610171160977432,9948,9
610191160978023,18,0
610191160978023,21,1
610191160978023,22,2
610191160978023,29,3
610191160978023,64,4
610191160978023,65,5
610191160978023,66,6
610191160978023,99,7
611721161093425,13,0
611721161093425,13,0
611721161093425,14,1
611721161093425,14,1
611721161093425,16,2
611721161093425,16,2
611721161093425,18,3
611721161093425,18,3
611721161093425,21,4
611721161093425,21,4
611721161093425,22,5
611721161093425,22,5
611721161093425,29,6
611721161093425,29,6
611721161093425,66,7
611721161093425,66,7
611721161093425,81,8
611721161093425,81,8
611721161093425,117,9
611721161093425,117,9
61181022332690,13,0
61181022332690,14,1
61181022332690,16,2
61181022332690,19,3
61181022332690,21,4
61181022332690,40,5
61181022332690,41,6
61181022332690,42,7
61181022332690,81,8
61181022332690,144,9
612091161164518,13,0
612091161164518,14,1
612091161164518,18,2
612091161164518,21,3
612091161164518,32,4
612091161164518,36,5
612091161164518,83,6
612091161164518,140,7
612781161249759,15,0
612781161249759,15,0
612781161249759,15,0
612781161249759,16,1
612781161249759,16,1
612781161249759,16,1
612781161249759,18,2
612781161249759,18,2
612781161249759,18,2
612781161249759,24,3
612781161249759,24,3
612781161249759,24,3
612781161249759,28,4
612781161249759,28,4
612781161249759,28,4
612781161249759,29,5
612781161249759,29,5
612781161249759,29,5
612781161249759,31,6
612781161249759,31,6
612781161249759,31,6
612781161249759,45,7
612781161249759,45,7
612781161249759,45,7
612781161249759,49,8
612781161249759,49,8
612781161249759,49,8
612781161249759,50,9
612781161249759,50,9
612781161249759,50,9
612781161249759,94,10
612781161249759,94,10
612781161249759,94,10
612781161249759,110,11
612781161249759,110,11
612781161249759,110,11
612781161249759,124,12
612781161249759,124,12
612781161249759,124,12
612801161251086,11,0
612801161251086,12,1
612801161251086,27,2
612801161251086,40,3
612801161251086,41,4
612801161251086,78,5
612801161251086,90,6
612801161251086,106,7
612801161251086,109,8
612911161267677,14,0
612911161267677,18,1
612911161267677,21,2
612911161267677,56,3
612911161267677,61,4
612911161267677,107,5
612911161267677,123,6
613771161352628,19,0
613771161352628,20,1
613771161352628,23,2
613771161352628,45,3
613771161352628,46,4
613771161352628,50,5
613771161352628,52,6
613771161352628,71,7
613771161352628,108,8
613791161352958,15,0
613791161352958,15,0
613791161352958,19,1
613791161352958,19,1
613791161352958,20,2
613791161352958,20,2
613791161352958,27,3
613791161352958,27,3
613791161352958,28,4
613791161352958,28,4
613791161352958,29,5
613791161352958,29,5
613791161352958,32,6
613791161352958,32,6
613791161352958,36,7
613791161352958,36,7
613791161352958,42,8
613791161352958,42,8
613791161352958,48,9
613791161352958,48,9
613791161352958,49,10
613791161352958,49,10
613791161352958,50,11
613791161352958,50,11
613791161352958,57,12
613791161352958,57,12
613791161352958,71,13
613791161352958,71,13
613791161352958,144,14
613791161352958,144,14
613791161352958,165,15
613791161352958,165,15
613841161355119,16,0
613841161355119,18,1
613841161355119,21,2
613841161355119,29,3
613841161355119,59,4
613841161355119,64,5
613841161355119,65,6
613841161355119,72,7
613841161355119,81,8
613841161355119,99,9
613841161355119,138,10
613841161355119,144,11
613921161416019,16,0
613921161416019,16,0
613921161416019,18,1
613921161416019,18,1
613921161416019,21,2
613921161416019,21,2
613921161416019,22,3
613921161416019,22,3
613921161416019,38,4
613921161416019,38,4
613921161416019,45,5
613921161416019,45,5
613921161416019,64,6
613921161416019,64,6
613921161416019,81,7
613921161416019,81,7
613921161416019,99,8
613921161416019,99,8
613921161416019,144,9
613921161416019,144,9
613921161416019,165,10
613921161416019,165,10
614141161435086,15,0
614141161435086,15,0
614141161435086,18,1
614141161435086,18,1
614141161435086,27,2
614141161435086,27,2
614141161435086,45,3
614141161435086,45,3
614141161435086,49,4
614141161435086,49,4
614141161435086,50,5
614141161435086,50,5
614141161435086,146,6
614141161435086,146,6
614211161436591,16,0
614211161436591,21,1
614211161436591,24,2
614211161436591,28,3
614211161436591,29,4
614211161436591,30,5
614211161436591,31,6
614211161436591,48,7
614211161436591,49,8
614211161436591,50,9
614251161437770,10,0
614251161437770,11,1
614251161437770,50,2
614981161525326,13,0
614981161525326,14,1
614981161525326,21,2
614981161525326,58,3
614981161525326,116,4
615701161609514,13,0
615701161609514,14,1
615701161609514,18,2
615701161609514,21,3
615701161609514,32,4
615701161609514,48,5
615701161609514,56,6
615701161609514,57,7
615701161609514,138,8
615721161609771,11,0
615721161609771,27,1
615721161609771,32,2
615721161609771,49,3
615721161609771,50,4
615721161609771,57,5
615721161609771,252,6
615721161609771,275,7
615721161609771,1701,8
616691161699398,16,0
616691161699398,18,1
616691161699398,21,2
616691161699398,27,3
616691161699398,48,4
616691161699398,49,5
616691161699398,50,6
616691161699398,59,7
616691161699398,66,8
616691161699398,9947,9
616691161699398,9948,10
617061161762028,13,0
617061161762028,14,1
617061161762028,32,2
617061161762028,48,3
617061161762028,50,4
617061161762028,57,5
617061161762028,69,6
617341161774756,15,0
617341161774756,18,1
617341161774756,32,2
617341161774756,45,3
617341161774756,49,4
617341161774756,50,5
617341161774756,57,6
617341161774756,64,7
617341161774756,77,8
617341161774756,99,9
61751022414158,14,0
61751022414158,18,1
61751022414158,21,2
61751022414158,22,3
61751022414158,58,4
61751022414158,59,5
61751022414158,116,6
61751022414158,123,7
617901161863850,13,0
617901161863850,14,1
617901161863850,16,2
617901161863850,21,3
617901161863850,49,4
617901161863850,50,5
617901161863850,58,6
617901161863850,69,7
619111162020196,18,0
619111162020196,27,1
619111162020196,29,2
619111162020196,32,3
619111162020196,36,4
619111162020196,57,5
619111162020196,65,6
619111162020196,136,7
619111162020196,150,8
61941022503309,16,0
61941022503309,21,1
61941022503309,56,2
61941022503309,58,3
61941022503309,69,4
61941022503309,138,5
61941022503309,7710,6
61951022503435,11,0
61951022503435,11,0
61951022503435,12,1
61951022503435,12,1
61951022503435,50,2
61951022503435,50,2
619691162119484,14,0
619691162119484,21,1
619691162119484,22,2
619691162119484,66,3
619691162119484,144,4
620281162282043,11,0
620281162282043,11,0
620281162282043,12,1
620281162282043,12,1
620281162282043,50,2
620281162282043,50,2
620441162298092,11,0
620441162298092,11,0
620441162298092,12,1
620441162298092,12,1
620441162298092,45,2
620441162298092,45,2
620441162298092,49,3
620441162298092,49,3
620441162298092,50,4
620441162298092,50,4
620581162304326,10,0
620581162304326,11,1
620581162304326,50,2
620821162370936,10,0
620821162370936,11,1
620821162370936,50,2
620921162374854,19,0
620921162374854,20,1
620921162374854,23,2
620921162374854,32,3
620921162374854,36,4
620921162374854,50,5
620921162374854,57,6
620921162374854,108,7
620921162374854,163,8
620981162378686,15,0
620981162378686,15,0
620981162378686,18,1
620981162378686,18,1
620981162378686,24,2
620981162378686,24,2
620981162378686,27,3
620981162378686,27,3
620981162378686,28,4
620981162378686,28,4
620981162378686,29,5
620981162378686,29,5
620981162378686,31,6
620981162378686,31,6
620981162378686,32,7
620981162378686,32,7
620981162378686,34,8
620981162378686,34,8
620981162378686,35,9
620981162378686,35,9
620981162378686,50,10
620981162378686,50,10
620981162378686,94,11
620981162378686,94,11
620981162378686,124,12
620981162378686,124,12
620981162378686,144,13
620981162378686,144,13
621001162378900,14,0
621001162378900,14,0
621001162378900,15,1
621001162378900,15,1
621001162378900,16,2
621001162378900,16,2
621001162378900,48,3
621001162378900,48,3
621001162378900,50,4
621001162378900,50,4
621001162378900,94,5
621001162378900,94,5
621041162380737,15,0
621041162380737,18,1
621041162380737,32,2
621041162380737,50,3
621041162380737,77,4
621041162380737,99,5
621041162380737,106,6
621041162380737,124,7
621051162381049,16,0
621051162381049,21,1
621051162381049,22,2
621051162381049,28,3
621051162381049,29,4
621051162381049,50,5
621051162381049,69,6
621051162381049,9947,7
