recept,kategorija,mesto 
1257421231187137,21,3
1257421231187137,32,4
1257421231187137,57,5
1257421231187137,107,6
1258181231241296,19,0
1258181231241296,20,1
1258181231241296,21,2
1258181231241296,34,3
1258181231241296,42,4
1258181231241296,45,5
1258181231241296,48,6
1258181231241296,55,7
1258181231241296,56,8
1258181231241296,59,9
1258181231241296,69,10
1258181231241296,87,11
1258181231241296,102,12
1258181231241296,106,13
1258181231241296,120,14
1258371231245527,13,0
1258371231245527,14,1
1258371231245527,18,2
1258371231245527,21,3
1258371231245527,27,4
1258371231245527,48,5
1258371231245527,66,6
1258371231245527,75,7
1258371231245527,78,8
1258571231310545,11,0
1258571231310545,12,1
1258571231310545,45,2
1258571231310545,49,3
1258571231310545,50,4
1258571231310545,95,5
1258961231330890,11,0
1258961231330890,11,0
1258961231330890,11,0
1258961231330890,13,1
1258961231330890,13,1
1258961231330890,13,1
1258961231330890,14,2
1258961231330890,14,2
1258961231330890,14,2
1258961231330890,32,3
1258961231330890,32,3
1258961231330890,32,3
1258961231330890,50,4
1258961231330890,50,4
1258961231330890,50,4
1258961231330890,252,5
1258961231330890,252,5
1258961231330890,252,5
1258961231330890,275,6
1258961231330890,275,6
1258961231330890,275,6
1258961231330890,1701,7
1258961231330890,1701,7
1258961231330890,1701,7
1258981231331974,16,0
1258981231331974,18,1
1258981231331974,21,2
1258981231331974,30,3
1258981231331974,50,4
1258981231331974,58,5
1258981231331974,59,6
1258981231331974,9948,7
125951053938697,11,0
125951053938697,12,1
125951053938697,50,2
1259521231353812,18,0
1259521231353812,18,0
1259521231353812,19,1
1259521231353812,19,1
1259521231353812,32,2
1259521231353812,32,2
1259521231353812,40,3
1259521231353812,40,3
1259521231353812,42,4
1259521231353812,42,4
1259521231353812,47,5
1259521231353812,47,5
1259521231353812,99,6
1259521231353812,99,6
1259521231353812,144,7
1259521231353812,144,7
126021053958509,11,0
126021053958509,12,1
126021053958509,50,2
126031053958656,11,0
126031053958656,12,1
126031053958656,50,2
126111054021418,11,0
126111054021418,29,1
126111054021418,32,2
126111054021418,57,3
126111054021418,65,4
126111054021418,106,5
126111054021418,121,6
126111054021418,146,7
1261301231448919,11,0
1261301231448919,12,1
1261301231448919,50,2
1261301231448919,91,3
1261301231448919,109,4
1261301231448919,126,5
1262061231517806,16,0
1262061231517806,18,1
1262061231517806,21,2
1262061231517806,22,3
1262061231517806,50,4
1262061231517806,64,5
1262061231517806,66,6
1262061231517806,99,7
1263321231595910,11,0
1263321231595910,12,1
1263321231595910,50,2
1263401231600242,14,0
1263401231600242,34,1
1263401231600242,35,2
1263401231600242,61,3
1263401231600242,123,4
1263401231600242,9948,5
1263571231659978,16,0
1263571231659978,16,0
1263571231659978,18,1
1263571231659978,18,1
1263571231659978,21,2
1263571231659978,21,2
1263571231659978,22,3
1263571231659978,22,3
1263571231659978,34,4
1263571231659978,34,4
1263571231659978,48,5
1263571231659978,48,5
1263571231659978,59,6
1263571231659978,59,6
1263571231659978,69,7
1263571231659978,69,7
1263571231659978,83,8
1263571231659978,83,8
1263571231659978,9948,9
1263571231659978,9948,9
1263651231664188,18,0
1263651231664188,19,1
1263651231664188,20,2
1263651231664188,23,3
1263651231664188,45,4
1263651231664188,50,5
1263651231664188,61,6
1263651231664188,71,7
1263651231664188,98,8
1263651231664188,9947,9
1263651231664188,9948,10
1263871231677832,13,0
1263871231677832,14,1
1263871231677832,21,2
1263871231677832,23,3
1263871231677832,30,4
1263871231677832,138,5
1264361231745879,18,0
1264361231745879,21,1
1264361231745879,23,2
1264361231745879,32,3
1264361231745879,36,4
1264361231745879,48,5
1264361231745879,49,6
1264361231745879,50,7
1264361231745879,68,8
1264361231745879,138,9
1264361231745879,7710,10
1264781231762021,18,0
1264781231762021,21,1
1264781231762021,29,2
1264781231762021,48,3
1264781231762021,59,4
1264781231762021,65,5
1264781231762021,66,6
1264831231762653,18,0
1264831231762653,18,0
1264831231762653,19,1
1264831231762653,19,1
1264831231762653,20,2
1264831231762653,20,2
1264831231762653,21,3
1264831231762653,21,3
1264831231762653,23,4
1264831231762653,23,4
1264831231762653,45,5
1264831231762653,45,5
1264831231762653,48,6
1264831231762653,48,6
1264831231762653,50,7
1264831231762653,50,7
1264831231762653,52,8
1264831231762653,52,8
1264831231762653,61,9
1264831231762653,61,9
1264831231762653,71,10
1264831231762653,71,10
1264831231762653,155,11
1264831231762653,155,11
1264831231762653,9947,12
1264831231762653,9947,12
1264831231762653,9948,13
1264831231762653,9948,13
1264871231762964,10,0
1264871231762964,11,1
1264871231762964,32,2
1264871231762964,45,3
1264871231762964,49,4
1264871231762964,50,5
1264871231762964,57,6
1264871231762964,106,7
1264981231764743,18,0
1264981231764743,21,1
1264981231764743,30,2
1264981231764743,32,3
1264981231764743,36,4
1264981231764743,83,5
1264981231764743,9948,6
1265781231833992,16,0
1265781231833992,50,1
1265781231833992,150,2
1265781231833992,1147,3
1265781231833992,9947,4
1265781231833992,9948,5
1266411231847022,13,0
1266411231847022,13,0
1266411231847022,14,1
1266411231847022,14,1
1266411231847022,18,2
1266411231847022,18,2
1266411231847022,32,3
1266411231847022,32,3
1266411231847022,40,4
1266411231847022,40,4
1266411231847022,47,5
1266411231847022,47,5
1266411231847022,48,6
1266411231847022,48,6
1266411231847022,49,7
1266411231847022,49,7
1266411231847022,50,8
1266411231847022,50,8
1266411231847022,55,9
1266411231847022,55,9
1266411231847022,64,10
1266411231847022,64,10
1266411231847022,99,11
1266411231847022,99,11
1266411231847022,144,12
1266411231847022,144,12
1266731231867051,15,0
1266731231867051,32,1
1266731231867051,49,2
1266731231867051,50,3
1266731231867051,53,4
1266731231867051,77,5
1266731231867051,90,6
1266731231867051,91,7
1266731231867051,109,8
1266731231867051,211,9
1266941231924670,18,0
1266941231924670,19,1
1266941231924670,21,2
1266941231924670,32,3
1266941231924670,40,4
1266941231924670,42,5
1266941231924670,47,6
1266941231924670,81,7
1266941231924670,99,8
1266941231924670,144,9
1267421231954624,15,0
1267421231954624,18,1
1267421231954624,25,2
1267421231954624,27,3
1267421231954624,45,4
1267421231954624,49,5
1267421231954624,50,6
1267421231954624,56,7
1267421231954624,61,8
1267421231954624,71,9
1267421231954624,94,10
1267421231954624,211,11
1267421231954624,9948,12
1267541232009403,10,0
1267541232009403,11,1
1267541232009403,45,2
1267541232009403,49,3
1267541232009403,50,4
1267641232012993,13,0
1267641232012993,14,1
1267641232012993,15,2
1267641232012993,18,3
1267641232012993,32,4
1267641232012993,48,5
1267641232012993,49,6
1267641232012993,50,7
1267641232012993,55,8
1267641232012993,56,9
1268151232027869,11,0
1268151232027869,50,1
1268151232027869,64,2
1268151232027869,142,3
1268151232027869,156,4
1268741232044399,11,0
1268741232044399,12,1
1268741232044399,45,2
1268741232044399,49,3
1268741232044399,50,4
1268741232044399,126,5
1268751232044476,19,0
1268751232044476,20,1
1268751232044476,32,2
1268751232044476,45,3
1268751232044476,48,4
1268751232044476,52,5
1268751232044476,57,6
1268751232044476,103,7
1268751232044476,144,8
126921054397500,11,0
126921054397500,64,1
126921054397500,121,2
1269801232126817,16,0
1269801232126817,18,1
1269801232126817,21,2
1269801232126817,58,3
1269801232126817,101,4
1269801232126817,107,5
1269801232126817,9948,6
1270081232268537,11,0
1270081232268537,12,1
1270081232268537,45,2
1270081232268537,49,3
1270081232268537,50,4
1270221232281890,14,0
1270221232281890,18,1
1270221232281890,21,2
1270221232281890,24,3
1270221232281890,48,4
1270221232281890,58,5
1270221232281890,59,6
1270221232281890,61,7
1270221232281890,62,8
1270221232281890,80,9
1270221232281890,106,10
1270221232281890,140,11
1270371232289276,11,0
1270371232289276,29,1
1270371232289276,50,2
1270371232289276,130,3
1270371232289276,151,4
1270391232290197,16,0
1270391232290197,18,1
1270391232290197,36,2
1270391232290197,64,3
1270391232290197,99,4
1270391232290197,107,5
1270821232377467,18,0
1270821232377467,21,1
1270821232377467,29,2
1270821232377467,59,3
1270821232377467,64,4
1270821232377467,65,5
1270821232377467,99,6
1270821232377467,144,7
1271631232443024,16,0
1271631232443024,21,1
1271631232443024,45,2
1271631232443024,48,3
1271631232443024,50,4
1271631232443024,71,5
1271631232443024,82,6
1271631232443024,91,7
1271631232443024,137,8
127311054545196,18,0
127311054545196,19,1
127311054545196,21,2
127311054545196,27,3
127311054545196,28,4
127311054545196,29,5
127311054545196,37,6
127311054545196,42,7
127311054545196,48,8
127311054545196,59,9
127311054545196,78,10
127311054545196,107,11
127311054545196,1609,12
127561054646745,10,0
127561054646745,11,1
127561054646745,50,2
1275701232965098,11,0
1275701232965098,29,1
1275701232965098,50,2
1275701232965098,64,3
1275701232965098,65,4
1275701232965098,102,5
1275701232965098,142,6
1275721232966680,18,0
1275721232966680,32,1
1275721232966680,36,2
1275721232966680,49,3
1275721232966680,50,4
1275721232966680,64,5
1275721232966680,99,6
1275721232966680,105,7
1275721232966680,112,8
1275721232966680,144,9
1275721232966680,9947,10
1275721232966680,9948,11
127601054711503,10,0
127601054711503,11,1
127601054711503,50,2
127621054713330,14,0
127621054713330,18,1
127621054713330,21,2
127621054713330,22,3
127621054713330,37,4
127621054713330,48,5
127621054713330,49,6
127621054713330,50,7
127621054713330,56,8
127621054713330,76,9
127621054713330,109,10
127621054713330,116,11
127621054713330,140,12
127621054713330,1609,13
1277281233088043,18,0
1277281233088043,18,0
1277281233088043,19,1
1277281233088043,19,1
1277281233088043,32,2
1277281233088043,32,2
1277281233088043,40,3
1277281233088043,40,3
1277281233088043,42,4
1277281233088043,42,4
1277281233088043,45,5
1277281233088043,45,5
1277281233088043,47,6
1277281233088043,47,6
1277281233088043,64,7
1277281233088043,64,7
1277281233088043,99,8
1277281233088043,99,8
1277281233088043,144,9
1277281233088043,144,9
127741054730538,11,0
127741054730538,32,1
127741054730538,50,2
127741054730538,151,3
1277651233148897,18,0
1277651233148897,19,1
1277651233148897,21,2
1277651233148897,27,3
1277651233148897,42,4
1277651233148897,48,5
1277651233148897,61,6
1277651233148897,64,7
1277651233148897,69,8
1277651233148897,99,9
1277651233148897,165,10
1278631233227195,16,0
1278631233227195,18,1
1278631233227195,21,2
1278631233227195,37,3
1278631233227195,59,4
1278631233227195,91,5
1278631233227195,110,6
1278631233227195,144,7
1278631233227195,1609,8
1278921233233290,14,0
1278921233233290,49,1
1278921233233290,50,2
1278921233233290,79,3
1279371233303477,18,0
1279371233303477,21,1
1279371233303477,24,2
1279371233303477,28,3
1279371233303477,29,4
1279371233303477,30,5
1279371233303477,31,6
1279371233303477,32,7
1279371233303477,34,8
1279371233303477,48,9
1279371233303477,83,10
1279741233330263,11,0
1279741233330263,12,1
1279741233330263,45,2
1279741233330263,49,3
1279741233330263,50,4
1280251233393042,16,0
1280251233393042,19,1
1280251233393042,21,2
1280251233393042,24,3
1280251233393042,28,4
1280251233393042,29,5
1280251233393042,31,6
1280251233393042,42,7
1280251233393042,144,8
1280421233400839,11,0
1280421233400839,12,1
1280421233400839,45,2
1280421233400839,50,3
1280561233408388,10,0
1280561233408388,10,0
1280561233408388,11,1
1280561233408388,11,1
1280561233408388,12,2
1280561233408388,12,2
1280561233408388,27,3
1280561233408388,27,3
1280561233408388,45,4
1280561233408388,45,4
1281221233497588,15,0
1281221233497588,15,0
1281221233497588,16,1
1281221233497588,16,1
1281221233497588,18,2
1281221233497588,18,2
1281221233497588,19,3
1281221233497588,19,3
1281221233497588,20,4
1281221233497588,20,4
1281221233497588,48,5
1281221233497588,48,5
1281221233497588,49,6
1281221233497588,49,6
1281221233497588,50,7
1281221233497588,50,7
1281221233497588,69,8
1281221233497588,69,8
1281221233497588,71,9
1281221233497588,71,9
1281221233497588,110,10
1281221233497588,110,10
1281441233557417,10,0
1281441233557417,11,1
1281441233557417,50,2
1281481233561735,16,0
1281481233561735,21,1
1281481233561735,22,2
1281481233561735,69,3
1281481233561735,79,4
1281481233561735,106,5
1281481233561735,7710,6
1281481233561735,9947,7
1281481233561735,9948,8
1281831233569810,14,0
1281831233569810,15,1
1281831233569810,18,2
1281831233569810,19,3
1281831233569810,20,4
1281831233569810,32,5
1281831233569810,50,6
1281831233569810,57,7
1281831233569810,71,8
1281831233569810,76,9
1281841233569936,13,0
1281841233569936,13,0
1281841233569936,14,1
1281841233569936,14,1
1281841233569936,32,2
1281841233569936,32,2
1281841233569936,50,3
1281841233569936,50,3
1281841233569936,57,4
1281841233569936,57,4
1281841233569936,79,5
1281841233569936,79,5
1281841233569936,7710,6
1281841233569936,7710,6
1282061233585818,18,0
1282061233585818,18,0
1282061233585818,19,1
1282061233585818,19,1
1282061233585818,32,2
1282061233585818,32,2
1282061233585818,40,3
1282061233585818,40,3
1282061233585818,42,4
1282061233585818,42,4
1282061233585818,50,5
1282061233585818,50,5
1282061233585818,54,6
1282061233585818,54,6
1282061233585818,64,7
1282061233585818,64,7
1282061233585818,71,8
1282061233585818,71,8
1282061233585818,83,9
1282061233585818,83,9
1282061233585818,144,10
1282061233585818,144,10
1282081233586424,16,0
1282081233586424,16,0
1282081233586424,18,1
1282081233586424,18,1
1282081233586424,21,2
1282081233586424,21,2
1282081233586424,22,3
1282081233586424,22,3
1282081233586424,66,4
1282081233586424,66,4
1282081233586424,9948,5
1282081233586424,9948,5
1282131233588773,15,0
1282131233588773,16,1
1282131233588773,18,2
1282131233588773,19,3
1282131233588773,20,4
1282131233588773,48,5
1282131233588773,49,6
1282131233588773,50,7
1282131233588773,71,8
1282131233588773,152,9
1282131233588773,7710,10
1282131233588773,9947,11
1282131233588773,9948,12
1282151233589576,18,0
1282151233589576,19,1
1282151233589576,20,2
1282151233589576,45,3
1282151233589576,61,4
1282151233589576,71,5
1282151233589576,78,6
1282151233589576,1136,7
1282351233648069,16,0
1282351233648069,21,1
1282351233648069,22,2
1282351233648069,24,3
1282351233648069,30,4
1282351233648069,31,5
1282351233648069,48,6
1282351233648069,59,7
1282351233648069,83,8
1282421233649360,10,0
1282421233649360,11,1
1282421233649360,39,2
1282421233649360,45,3
1282421233649360,50,4
1283451233739947,11,0
1283451233739947,11,0
1283451233739947,11,0
1283451233739947,13,1
1283451233739947,13,1
1283451233739947,13,1
1283451233739947,14,2
1283451233739947,14,2
1283451233739947,14,2
1283451233739947,32,3
1283451233739947,32,3
1283451233739947,32,3
1283451233739947,50,4
1283451233739947,50,4
1283451233739947,50,4
1283451233739947,56,5
1283451233739947,56,5
1283451233739947,56,5
1283451233739947,113,6
1283451233739947,113,6
1283451233739947,113,6
1283451233739947,126,7
1283451233739947,126,7
1283451233739947,126,7
128381055063820,13,0
128381055063820,13,0
128381055063820,14,1
128381055063820,14,1
128381055063820,18,2
128381055063820,18,2
128381055063820,21,3
128381055063820,21,3
128381055063820,32,4
128381055063820,32,4
128381055063820,81,5
128381055063820,81,5
128381055063820,144,6
128381055063820,144,6
1284221233759128,13,0
1284221233759128,14,1
1284221233759128,19,2
1284221233759128,32,3
1284221233759128,42,4
1284221233759128,45,5
1284221233759128,52,6
1284221233759128,57,7
1284221233759128,69,8
1284221233759128,71,9
1284221233759128,76,10
1284221233759128,123,11
128431055073502,14,0
128431055073502,40,1
128431055073502,41,2
128431055073502,55,3
128431055073502,76,4
128431055073502,116,5
128471055075110,18,0
128471055075110,21,1
128471055075110,48,2
128471055075110,58,3
128471055075110,66,4
128471055075110,101,5
1285111233846789,18,0
1285111233846789,18,0
1285111233846789,19,1
1285111233846789,19,1
1285111233846789,32,2
1285111233846789,32,2
1285111233846789,40,3
1285111233846789,40,3
1285111233846789,42,4
1285111233846789,42,4
1285111233846789,47,5
1285111233846789,47,5
1285111233846789,48,6
1285111233846789,48,6
1285111233846789,64,7
1285111233846789,64,7
1285111233846789,71,8
1285111233846789,71,8
1285111233846789,99,9
1285111233846789,99,9
1285111233846789,144,10
1285111233846789,144,10
1285111233846789,9947,11
1285111233846789,9947,11
1285111233846789,9948,12
1285111233846789,9948,12
1285321233909774,13,0
1285321233909774,13,0
1285321233909774,14,1
1285321233909774,14,1
1285321233909774,19,2
1285321233909774,19,2
1285321233909774,20,3
1285321233909774,20,3
1285321233909774,32,4
1285321233909774,32,4
1285321233909774,42,5
1285321233909774,42,5
1285321233909774,49,6
1285321233909774,49,6
1285321233909774,50,7
1285321233909774,50,7
1285321233909774,89,8
1285321233909774,89,8
1285321233909774,90,9
1285321233909774,90,9
1285321233909774,144,10
1285321233909774,144,10
1285321233909774,211,11
1285321233909774,211,11
1285731233932120,18,0
1285731233932120,19,1
1285731233932120,20,2
1285731233932120,29,3
1285731233932120,32,4
1285731233932120,34,5
1285731233932120,35,6
1285731233932120,44,7
1285731233932120,57,8
1285731233932120,71,9
1286071233998045,16,0
1286071233998045,23,1
1286071233998045,29,2
1286071233998045,45,3
1286071233998045,49,4
1286071233998045,50,5
1286071233998045,71,6
1286071233998045,84,7
1286071233998045,122,8
1287041234106764,18,0
1287041234106764,19,1
1287041234106764,20,2
1287041234106764,21,3
1287041234106764,26,4
1287041234106764,48,5
1287041234106764,61,6
1287041234106764,80,7
1287041234106764,106,8
1287041234106764,136,9
1287041234106764,5999,10
128721055158038,11,0
128721055158038,32,1
128721055158038,50,2
128721055158038,252,3
128721055158038,275,4
128721055158038,1701,5
1287271234164583,15,0
1287271234164583,15,0
1287271234164583,15,0
1287271234164583,18,1
1287271234164583,18,1
1287271234164583,18,1
1287271234164583,19,2
1287271234164583,19,2
1287271234164583,19,2
1287271234164583,20,3
1287271234164583,20,3
1287271234164583,20,3
1287271234164583,32,4
1287271234164583,32,4
1287271234164583,32,4
1287271234164583,50,5
1287271234164583,50,5
1287271234164583,50,5
1287271234164583,71,6
1287271234164583,71,6
1287271234164583,71,6
1287271234164583,124,7
1287271234164583,124,7
1287271234164583,124,7
1287271234164583,163,8
1287271234164583,163,8
1287271234164583,163,8
1287691234185463,13,0
1287691234185463,14,1
1287691234185463,18,2
1287691234185463,21,3
1287691234185463,32,4
1287691234185463,37,5
1287691234185463,57,6
1287691234185463,99,7
1287691234185463,116,8
1287691234185463,165,9
1287691234185463,1609,10
128781055230692,11,0
128781055230692,12,1
128781055230692,45,2
128781055230692,50,3
128781055230692,95,4
1287911234255274,11,0
1287911234255274,49,1
1287911234255274,50,2
1287911234255274,151,3
1288261234259878,14,0
1288261234259878,32,1
1288261234259878,36,2
1288261234259878,48,3
1288261234259878,49,4
1288261234259878,50,5
1288261234259878,57,6
1288261234259878,107,7
1288261234259878,3818,8
128831055245194,10,0
128831055245194,11,1
128831055245194,50,2
1289011234286859,13,0
1289011234286859,14,1
1289011234286859,19,2
1289011234286859,40,3
1289011234286859,42,4
1289011234286859,47,5
1289011234286859,50,6
1289011234286859,61,7
1289011234286859,144,8
1289551234297482,13,0
1289551234297482,13,0
1289551234297482,14,1
1289551234297482,14,1
1289551234297482,21,2
1289551234297482,21,2
1289551234297482,58,3
1289551234297482,58,3
1289551234297482,116,4
1289551234297482,116,4
1289631234338387,16,0
1289631234338387,18,1
1289631234338387,21,2
1289631234338387,24,3
1289631234338387,29,4
1289631234338387,31,5
1289631234338387,59,6
1289631234338387,64,7
1289631234338387,65,8
1289631234338387,69,9
1289631234338387,72,10
1289631234338387,99,11
1289681234339942,10,0
1289681234339942,11,1
1289681234339942,50,2
128976877494,14,0
128976877494,32,1
128976877494,34,2
128976877494,50,3
128976877494,57,4
128976877494,76,5
128976877494,79,6
1289941234357064,13,0
1289941234357064,14,1
1289941234357064,18,2
1289941234357064,19,3
1289941234357064,21,4
1289941234357064,32,5
1289941234357064,40,6
1289941234357064,42,7
1289941234357064,50,8
1289941234357064,54,9
1289941234357064,56,10
1289941234357064,81,11
1289941234357064,99,12
1289941234357064,138,13
1289941234357064,143,14
1289941234357064,144,15
1289941234357064,165,16
1291251234442065,16,0
1291251234442065,16,0
1291251234442065,18,1
1291251234442065,18,1
1291251234442065,21,2
1291251234442065,21,2
1291251234442065,22,3
1291251234442065,22,3
1291251234442065,37,4
1291251234442065,37,4
1291251234442065,48,5
1291251234442065,48,5
1291251234442065,56,6
1291251234442065,56,6
1291251234442065,66,7
1291251234442065,66,7
1291251234442065,103,8
1291251234442065,103,8
1291251234442065,1609,9
1291251234442065,1609,9
1291691234510903,18,0
1291691234510903,19,1
1291691234510903,21,2
1291691234510903,28,3
1291691234510903,29,4
1291691234510903,32,5
1291691234510903,37,6
1291691234510903,42,7
1291691234510903,48,8
1291691234510903,64,9
1291691234510903,99,10
1291691234510903,144,11
1291691234510903,1609,12
1291751234512931,11,0
1291751234512931,50,1
1291751234512931,79,2
1291751234512931,150,3
1291891234517427,15,0
1291891234517427,16,1
1291891234517427,18,2
1291891234517427,24,3
1291891234517427,29,4
1291891234517427,31,5
1291891234517427,45,6
1291891234517427,48,7
1291891234517427,49,8
1291891234517427,50,9
1291891234517427,65,10
1291891234517427,71,11
1291891234517427,94,12
1291891234517427,152,13
1291891234517427,211,14
1293541234569707,15,0
1293541234569707,15,0
1293541234569707,16,1
1293541234569707,16,1
1293541234569707,18,2
1293541234569707,18,2
1293541234569707,64,3
1293541234569707,64,3
1293541234569707,68,4
1293541234569707,68,4
1293541234569707,71,5
1293541234569707,71,5
1293541234569707,124,6
1293541234569707,124,6
1293721234571193,13,0
1293721234571193,14,1
1293721234571193,21,2
1293721234571193,26,3
1293721234571193,49,4
1293721234571193,50,5
1293721234571193,80,6
1293721234571193,116,7
1293901234602536,16,0
1293901234602536,21,1
1293901234602536,29,2
1293901234602536,48,3
1293901234602536,49,4
1293901234602536,50,5
1293901234602536,59,6
1293901234602536,65,7
1293901234602536,71,8
1293901234602536,144,9
1293901234602536,9947,10
1293901234602536,9948,11
1294271234619201,14,0
1294271234619201,14,0
1294271234619201,14,0
1294271234619201,14,0
1294271234619201,15,1
1294271234619201,15,1
1294271234619201,15,1
1294271234619201,15,1
1294271234619201,16,2
1294271234619201,16,2
1294271234619201,16,2
1294271234619201,16,2
1294271234619201,18,3
1294271234619201,18,3
1294271234619201,18,3
1294271234619201,18,3
1294271234619201,19,4
1294271234619201,19,4
1294271234619201,19,4
1294271234619201,19,4
1294271234619201,42,5
1294271234619201,42,5
1294271234619201,42,5
1294271234619201,42,5
1294271234619201,50,6
1294271234619201,50,6
1294271234619201,50,6
1294271234619201,50,6
1294271234619201,55,7
1294271234619201,55,7
1294271234619201,55,7
1294271234619201,55,7
1294271234619201,56,8
1294271234619201,56,8
1294271234619201,56,8
1294271234619201,56,8
1294271234619201,107,9
1294271234619201,107,9
1294271234619201,107,9
1294271234619201,107,9
1294271234619201,123,10
1294271234619201,123,10
1294271234619201,123,10
1294271234619201,123,10
1295161234714339,16,0
1295161234714339,21,1
1295161234714339,29,2
1295161234714339,36,3
1295161234714339,48,4
1295161234714339,65,5
1295161234714339,68,6
1295161234714339,71,7
1295161234714339,110,8
1295161234714339,138,9
1295291234725638,11,0
1295291234725638,50,1
1295291234725638,109,2
1295291234725638,156,3
1295621234774941,15,0
1295621234774941,18,1
1295621234774941,25,2
1295621234774941,49,3
1295621234774941,50,4
1295621234774941,61,5
1295621234774941,77,6
1295621234774941,9948,7
1295661234775474,11,0
1295661234775474,50,1
1295661234775474,121,2
1295771234776933,14,0
1295771234776933,14,0
1295771234776933,14,0
1295771234776933,15,1
1295771234776933,15,1
1295771234776933,15,1
1295771234776933,18,2
1295771234776933,18,2
1295771234776933,18,2
1295771234776933,19,3
1295771234776933,19,3
1295771234776933,19,3
1295771234776933,21,4
1295771234776933,21,4
1295771234776933,21,4
1295771234776933,42,5
1295771234776933,42,5
1295771234776933,42,5
1295771234776933,48,6
1295771234776933,48,6
1295771234776933,48,6
1295771234776933,61,7
1295771234776933,61,7
1295771234776933,61,7
1295771234776933,107,8
1295771234776933,107,8
1295771234776933,107,8
1295871234778153,10,0
1295871234778153,11,1
1295871234778153,45,2
1295871234778153,50,3
1295911234780202,18,0
1295911234780202,19,1
1295911234780202,21,2
1295911234780202,32,3
1295911234780202,40,4
1295911234780202,41,5
1295911234780202,42,6
1295911234780202,47,7
1295911234780202,49,8
1295911234780202,50,9
1295911234780202,55,10
1295911234780202,56,11
1295911234780202,144,12
1295911234780202,163,13
1296141234787576,18,0
1296141234787576,19,1
1296141234787576,32,2
1296141234787576,40,3
1296141234787576,42,4
1296141234787576,47,5
1296141234787576,99,6
1296141234787576,144,7
1296141234787576,9948,8
1297341234886179,11,0
1297341234886179,12,1
1297341234886179,50,2
1298391234952538,15,0
1298391234952538,15,0
1298391234952538,18,1
1298391234952538,18,1
1298391234952538,19,2
1298391234952538,19,2
1298391234952538,20,3
1298391234952538,20,3
1298391234952538,50,4
1298391234952538,50,4
1298391234952538,71,5
1298391234952538,71,5
1298391234952538,99,6
1298391234952538,99,6
1298391234952538,3669,7
1298391234952538,3669,7
1298421234953498,18,0
1298421234953498,21,1
1298421234953498,27,2
1298421234953498,61,3
1298421234953498,66,4
1298421234953498,9947,5
1298421234953498,9948,6
1298601234964040,15,0
1298601234964040,15,0
1298601234964040,15,0
1298601234964040,18,1
1298601234964040,18,1
1298601234964040,18,1
1298601234964040,19,2
1298601234964040,19,2
1298601234964040,19,2
1298601234964040,20,3
1298601234964040,20,3
1298601234964040,20,3
1298601234964040,25,4
1298601234964040,25,4
1298601234964040,25,4
1298601234964040,61,5
1298601234964040,61,5
1298601234964040,61,5
1298601234964040,69,6
1298601234964040,69,6
1298601234964040,69,6
1298601234964040,106,7
1298601234964040,106,7
1298601234964040,106,7
1298601234964040,163,8
1298601234964040,163,8
1298601234964040,163,8
1298601234964040,7710,9
1298601234964040,7710,9
1298601234964040,7710,9
1298601234964040,9948,10
1298601234964040,9948,10
1298601234964040,9948,10
1298921234974713,16,0
1298921234974713,21,1
1298921234974713,49,2
1298921234974713,50,3
1298921234974713,56,4
1298921234974713,58,5
1298921234974713,69,6
1298951235026672,13,0
1298951235026672,13,0
1298951235026672,14,1
1298951235026672,14,1
1298951235026672,16,2
1298951235026672,16,2
1298951235026672,18,3
1298951235026672,18,3
1298951235026672,21,4
1298951235026672,21,4
1298951235026672,34,5
1298951235026672,34,5
1298951235026672,58,6
1298951235026672,58,6
1298951235026672,144,7
1298951235026672,144,7
1298951235026672,9947,8
1298951235026672,9947,8
1298951235026672,9948,9
1298951235026672,9948,9
1299041235031624,16,0
1299041235031624,21,1
1299041235031624,22,2
1299041235031624,24,3
1299041235031624,28,4
1299041235031624,29,5
1299041235031624,30,6
1299041235031624,31,7
1299041235031624,34,8
1299041235031624,59,9
1299041235031624,83,10
1299321235042757,13,0
1299321235042757,14,1
1299321235042757,21,2
1299321235042757,37,3
1299321235042757,49,4
1299321235042757,50,5
1299321235042757,58,6
1299321235042757,144,7
1299321235042757,1609,8
1299671235052551,11,0
1299671235052551,12,1
1299671235052551,50,2
1299691235053008,19,0
1299691235053008,27,1
1299691235053008,29,2
1299691235053008,40,3
1299691235053008,42,4
1299691235053008,45,5
1299691235053008,54,6
1299691235053008,65,7
1299691235053008,78,8
1299691235053008,106,9
1299691235053008,144,10
1299691235053008,159,11
130001055852751,15,0
130001055852751,29,1
130001055852751,32,2
130001055852751,36,3
130001055852751,45,4
130001055852751,50,5
130001055852751,65,6
130001055852751,68,7
130031055855899,11,0
130031055855899,50,1
130031055855899,109,2
130031055855899,151,3
1300371235135402,11,0
1300371235135402,12,1
1300371235135402,27,2
1300371235135402,50,3
130051055861714,11,0
130051055861714,32,1
130051055861714,45,2
130051055861714,50,3
130051055861714,113,4
1301071235142317,11,0
1301071235142317,11,0
1301071235142317,11,0
1301071235142317,13,1
1301071235142317,13,1
1301071235142317,13,1
1301071235142317,14,2
1301071235142317,14,2
1301071235142317,14,2
1301071235142317,50,3
1301071235142317,50,3
1301071235142317,50,3
1301071235142317,113,4
1301071235142317,113,4
1301071235142317,113,4
1301171235148535,18,0
1301171235148535,29,1
1301171235148535,36,2
1301171235148535,64,3
1301171235148535,65,4
