id,title,num_votes,rating,url,time,difficulty,info
2613371410423169,"Rosato Mio - Prosecco, Ramazotti und Basilikum",14,4.5,https://www.chefkoch.de/rezepte/2613371410423169/Rosato-Mio-Prosecco-Ramazotti-und-Basilikum.html,5,0,ein neuer Sommeraperitif
3073551459958059,Spritz-Limoncello,18,4.45,https://www.chefkoch.de/rezepte/3073551459958059/Spritz-Limoncello.html,5,0,hier grüßt der Sommer
133061057229337,Tequila Sunrise,54,4.45,https://www.chefkoch.de/rezepte/133061057229337/Tequila-Sunrise.html,3,0,Unbekannt
2482911390593752,Biercocktail mit Ginger Ale und Grenadine,10,4.42,https://www.chefkoch.de/rezepte/2482911390593752/Biercocktail-mit-Ginger-Ale-und-Grenadine.html,5,0,"erfrischend, würzig - süß und alkoholfrei"
2213081354606968,Lillet Berry,22,4.42,https://www.chefkoch.de/rezepte/2213081354606968/Lillet-Berry.html,3,0,Sommercocktail
1548131261426663,Granatapfel-Drink mit Prosecco und Minze,24,4.42,https://www.chefkoch.de/rezepte/1548131261426663/Granatapfel-Drink-mit-Prosecco-und-Minze.html,10,0,super leckerer und aphrodisierender Aperitif!!
2137371343551017,Dünenzauber,18,4.4,https://www.chefkoch.de/rezepte/2137371343551017/Duenenzauber.html,5,0,"erfrischender Sommeraperitif, aber auch für die kalte Jahreszeit"
974921203090798,Sprizz Aperol,50,4.4,https://www.chefkoch.de/rezepte/974921203090798/Sprizz-Aperol.html,5,0,zum Aperitif oder als Cocktail
3878591590169701,Mai Tai Soretha,6,4.38,https://www.chefkoch.de/rezepte/3878591590169701/Mai-Tai-Soretha.html,2,0,Cocktail
3368061500933970,Forrest Gump,6,4.38,https://www.chefkoch.de/rezepte/3368061500933970/Forrest-Gump.html,1,0,Unbekannt
2965791449000116,Alkoholfreier Cocktail Ipanema,6,4.38,https://www.chefkoch.de/rezepte/2965791449000116/Alkoholfreier-Cocktail-Ipanema.html,2,0,Sehr erfrischender Cocktail für heiße Sommertage
920511197457749,Spain,14,4.38,https://www.chefkoch.de/rezepte/920511197457749/Spain.html,3,0,süßlich fruchtiger Cocktail mit einem Schuss Sahne
198201083776458,Cuba Libre,48,4.38,https://www.chefkoch.de/rezepte/198201083776458/Cuba-Libre.html,5,1,(der Echte)
3175021472535428,Maracuja Spritz,9,4.36,https://www.chefkoch.de/rezepte/3175021472535428/Maracuja-Spritz.html,5,1,Unbekannt
2464531388214788,Split Cocktail,12,4.36,https://www.chefkoch.de/rezepte/2464531388214788/Split-Cocktail.html,10,0,fruchtiger Cocktail mit Sahne und Wodka
557371153638537,Virgin Caipi - alkoholfrei,20,4.36,https://www.chefkoch.de/rezepte/557371153638537/Virgin-Caipi-alkoholfrei.html,2,0,Unbekannt
399161128856856,Sun 43,34,4.36,https://www.chefkoch.de/rezepte/399161128856856/Sun-43.html,2,0,Unbekannt
75351028641927,Planters Punch,23,4.36,https://www.chefkoch.de/rezepte/75351028641927/Planters-Punch.html,2,0,Unbekannt
1070751212653177,Swimming Pool,24,4.35,https://www.chefkoch.de/rezepte/1070751212653177/Swimming-Pool.html,5,0,"Alkoholisch, spritzig"
2864291438625857,Granatapfel-Minz-Limonade,7,4.33,https://www.chefkoch.de/rezepte/2864291438625857/Granatapfel-Minz-Limonade.html,5,0,Unbekannt
2604511409228622,Tinto de Verano,7,4.33,https://www.chefkoch.de/rezepte/2604511409228622/Tinto-de-Verano.html,3,0,Spanischer Sommerwein mit Rosé und spanischen Zutaten
2377621377022024,Hugo,10,4.33,https://www.chefkoch.de/rezepte/2377621377022024/Hugo.html,10,0,alkoholfrei
2372981376399631,Wassermelonen-Daiquiri,13,4.33,https://www.chefkoch.de/rezepte/2372981376399631/Wassermelonen-Daiquiri.html,10,0,Unbekannt
3273691486403869,Indisches Chicken-Mango-Curry,260,4.8,https://www.chefkoch.de/rezepte/3273691486403869/Indisches-Chicken-Mango-Curry.html,15,1,"fruchtig-mildes Hähnchencurry, schmeckt gut mit indischem Reis"
246931098493642,Indisches Naan Brot,1148,4.74,https://www.chefkoch.de/rezepte/246931098493642/Indisches-Naan-Brot.html,25,1,Unbekannt
